FIELDDESCRIPTION,,,Check Enabled,Check Enabled,Special Checks (NCCT),,,Watchlist/Searchlist usage,,,
365,30P,Original Termination Date,X,X,0,0,0,2,2,0,0
365,30V,Original Effective Date,X,X,0,0,0,2,2,0,0
365,32B,"Party B Current Currency, Notional Amount",X,X,0,0,0,2,2,0,0
365,33B,"Party A Current Currency, Notional Amount",X,X,0,0,0,2,2,0,0
365,82A,Party A,X,X,X,0,0,2,2,0,2
365,82D,Party A,X,X,0,0,0,2,2,0,0
365,87A,Party B,X,X,X,0,0,2,2,0,2
365,87D,Party B,X,X,0,0,0,2,2,0,0
365,83A,Fund,X,X,X,0,0,2,2,0,2
365,83D,Fund,X,X,0,0,0,2,2,0,0
365,83J,Fund,X,X,0,0,0,2,2,0,0
365,22D,Accrual of Interest Specification,X,X,0,0,0,2,2,0,0
365,32G,"Party B New Currency, Notional Amount",X,X,0,0,0,2,2,0,0
365,33E,"Party A New Currency, Notional Amount",X,X,0,0,0,2,2,0,0
365,37N,Details of Interest Rate,X,X,0,0,0,2,2,0,0
365,29A,Contact Information,X,X,X,0,0,2,2,0,2
365,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
365,15B,New Sequence,X,X,0,0,0,2,2,0,0
365,37U,Current Fixed Rate,X,X,0,0,0,2,2,0,0
365,37P,New Fixed Rate,X,X,0,0,0,2,2,0,0
365,15E,New Sequence,X,X,0,0,0,2,2,0,0
365,37U,Current Fixed Rate,X,X,0,0,0,2,2,0,0
365,37P,New Fixed Rate,X,X,0,0,0,2,2,0,0
365,15J,New Sequence,X,X,0,0,0,2,2,0,0
365,30F,Payment Date,X,X,0,0,0,2,2,0,0
365,32M,"Currency, Payment Amount",X,X,0,0,0,2,2,0,0
365,53A,Delivery Agent,X,X,X,0,0,2,2,0,2
365,53D,Delivery Agent,X,X,0,0,0,2,2,0,0
365,53J,Delivery Agent,X,X,0,0,0,2,2,0,0
365,86A,Intermediary 2,X,X,X,0,0,2,2,0,2
365,86D,Intermediary 2,X,X,0,0,0,2,2,0,0
365,86J,Intermediary 2,X,X,0,0,0,2,2,0,0
365,56A,Intermediary,X,X,X,0,0,2,2,0,2
365,56D,Intermediary,X,X,0,0,0,2,2,0,0
365,57A,Receiving Agent,X,X,X,0,0,2,2,0,2
365,57D,Receiving Agent,X,X,0,0,0,2,2,0,0
365,15K,New Sequence,X,X,0,0,0,2,2,0,0
365,30F,Payment Date,X,X,0,0,0,2,2,0,0
365,32M,"Currency, Payment Amount",X,X,0,0,0,2,2,0,0
365,15L,New Sequence,X,X,0,0,0,2,2,0,0
365,30F,Payment Date,X,X,0,0,0,2,2,0,0
365,32M,"Currency, Payment Amount",X,X,0,0,0,2,2,0,0
365,15M,New Sequence,X,X,0,0,0,2,2,0,0
365,30F,Payment Date,X,X,0,0,0,2,2,0,0
365,32M,"Currency, Payment Amount",X,X,Fehlt,0,0,2,2,0,0
370,95P,Party A,X,X,0,0,0,2,2,0,0
370,95a,Investor,X,X,X,0,0,2,2,0,2
370,95P,Party B,X,X,0,0,0,2,2,0,0
370,70E,Additional Text Narrative,X,X,0,0,0,2,2,0,0
380,16R,Start of Block,X,X,0,0,0,2,2,0,0
380,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
380,23G,Function of the Message,X,X,0,0,0,2,2,0,0
380,22H,FX Order Transaction Type Indicator,X,X,0,0,0,2,2,0,0
380,16R,Start of Block,X,X,0,0,0,2,2,0,0
380,13A,Linked Message,X,X,X,0,0,2,2,0,2
380,13B,Linked Message,X,X,0,0,0,2,2,0,0
380,20C,Previous Reference,X,X,0,0,0,2,2,0,0
380,16S,End of Block,X,X,0,0,0,2,2,0,0
380,16R,Start of Block,X,X,0,0,0,2,2,0,0
380,22H,Buy/Sell Indicator,X,X,0,0,0,2,2,0,0
380,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
380,98C,(see qualifier description),X,X,0,0,0,2,2,0,0
380,19B,Ordered Amount,X,X,0,0,0,2,2,0,0
380,11A,Counter Currency,X,X,X,0,0,2,2,0,2
380,16R,Start of Block,X,X,0,0,0,2,2,0,0
380,95P,Investor,X,X,0,0,0,2,2,0,0
380,95Q,Investor,X,X,0,0,0,2,2,0,0
380,95R,Investor,X,X,0,0,0,2,2,0,0
380,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
380,16S,End of Block,X,X,0,0,0,2,2,0,0
380,70D,Transaction Reason Narrative,X,X,0,0,0,2,2,0,0
380,70E,Transaction Details Narrative,X,X,0,0,0,2,2,0,0
381,16R,Start of Block,X,X,0,0,0,2,2,0,0
381,20C,Sender's Reference,X,X,0,0,0,2,2,0,0
381,23G,Function of the Message,X,X,0,0,0,2,2,0,0
381,22H,FX Order Transaction Type Indicator,X,X,0,0,0,2,2,0,0
381,16R,Start of Block,X,X,0,0,0,2,2,0,0
381,13A,Linked Message,X,X,X,0,0,2,2,0,2
381,13B,Linked Message,X,X,0,0,0,2,2,0,0
381,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
381,16S,End of Block,X,X,0,0,0,2,2,0,0
381,16S,End of Block,X,X,0,0,0,2,2,0,0
381,16R,Start of Block,X,X,0,0,0,2,2,0,0
381,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
381,98C,(see qualifier description),X,X,0,0,0,2,2,0,0
381,19B,(see qualifier description),X,X,0,0,0,2,2,0,0
381,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
381,16R,Start of Block,X,X,0,0,0,2,2,0,0
381,95P,Investor,X,X,0,0,0,2,2,0,0
381,95Q,Investor,X,X,0,0,0,2,2,0,0
381,95R,Investor,X,X,0,0,0,2,2,0,0
381,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
381,16S,End of Block,X,X,0,0,0,2,2,0,0
381,16S,End of Block,X,X,0,0,0,2,2,0,0
381,70D,Transaction Reason Narrative,X,X,0,0,0,2,2,0,0
381,70E,Transaction Details Narrative,X,X,0,0,0,2,2,0,0
390,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
390,21,Related Reference,X,X,0,0,0,2,2,0,0
390,25,Account Identification,X,X,0,0,0,2,2,0,0
390,32C,"Value Date, Currency Code, Amount",X,X,0,0,0,2,2,0,0
390,32D,"Value Date, Currency Code, Amount",X,X,0,0,0,2,2,0,0
390,52A,Ordering Institution,X,X,X,0,0,2,2,0,2
390,52D,Ordering Institution,X,X,0,0,0,2,2,0,0
390,71B,Details of Charges,X,X,0,0,0,2,2,0,0
390,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
391,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
391,21,Related Reference,X,X,0,0,0,2,2,0,0
391,32B,"Currency Code, Amount",X,X,0,0,0,2,2,0,0
391,52A,Ordering Institution,X,X,X,0,0,2,2,0,2
391,52D,Ordering Institution,X,X,0,0,0,2,2,0,0
391,52a,Ordering Institution,X,X,X,0,0,2,2,0,2
391,57A,Account With Institution,X,X,X,0,0,2,2,0,2
391,57B,Account With Institution,X,X,0,0,0,2,2,0,0
391,57D,Account With Institution,X,X,0,0,0,2,2,0,0
391,71B,Details of Charges,X,X,0,0,0,2,2,0,0
391,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
392,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
392,21,Related Reference,X,X,0,0,0,2,2,0,0
392,11S,MT and Date of the Original Message,X,X,0,0,0,2,2,0,0
392,79,Narrative Description of the Original Message,X,X,0,0,0,2,2,0,0
395,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
395,21,Related Reference,X,X,0,0,0,2,2,0,0
395,75,Queries,X,X,0,0,0,2,2,0,0
395,77A,Narrative,X,X,X,0,0,2,2,0,2
395,11R,MT and Date of the Original Message,X,X,0,0,0,2,2,0,0
395,11S,MT and Date of the Original Message,X,X,0,0,0,2,2,0,0
395,79,Narrative Description of the Message to Which the Query Relates,X,X,0,0,0,2,2,0,0
396,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
396,21,Related Reference,X,X,0,0,0,2,2,0,0
396,76,Answers,X,X,0,0,0,2,2,0,0
396,77A,Narrative,X,X,X,0,0,2,2,0,2
396,11R,MT and Date of the Original Message,X,X,0,0,0,2,2,0,0
396,11S,MT and Date of the Original Message,X,X,0,0,0,2,2,0,0
396,79,Narrative Description of the Original Message to Which the Answer Relates,X,X,0,0,0,2,2,0,0
398,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
398,12,Sub-Message Type,X,X,0,0,0,2,2,0,0
398,77E,Proprietary Message,X,X,0,0,0,2,2,0,0
399,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
399,21,Related Reference,X,X,0,0,0,2,2,0,0
399,79,Narrative,X,X,0,0,0,2,2,0,0
400,20,Sending Bank's TRN,X,X,0,0,0,2,2,0,0
400,21,Related Reference,X,X,0,0,0,2,2,0,0
400,32A,Amount Collected,X,X,X,0,0,2,2,0,2
400,32B,Amount Collected,X,X,0,0,0,2,2,0,0
400,32K,Amount Collected,X,X,0,0,0,2,2,0,0
400,33A,Proceeds Remitted,X,X,X,0,0,2,2,0,2
400,52A,Ordering Bank,X,X,X,0,0,2,2,0,2
400,52D,Ordering Bank,X,X,0,0,0,2,2,0,0
400,53A,Sender's Correspondent,X,X,X,0,0,2,2,0,2
400,53B,Sender's Correspondent,X,X,0,0,0,2,2,0,0
400,53D,Sender's Correspondent,X,X,0,0,0,2,2,0,0
400,54A,Receiver's Correspondent,X,X,X,0,0,2,2,0,2
400,54B,Receiver's Correspondent,X,X,0,0,0,2,2,0,0
400,54D,Receiver's Correspondent,X,X,0,0,0,2,2,0,0
400,57A,Account With Bank,X,X,X,0,0,2,2,0,2
400,57D,Account With Bank,X,X,0,0,0,2,2,0,0
400,58A,Beneficiary Bank,X,X,X,0,0,2,2,0,2
400,58B,Beneficiary Bank,X,X,0,0,0,2,2,0,0
400,58D,Beneficiary Bank,X,X,0,0,0,2,2,0,0
400,71B,Details of Charges,X,X,0,0,0,2,2,0,0
400,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
400,73,Details of Amounts Added,X,X,0,0,0,2,2,0,0
410,20,Sending Bank's TRN,X,X,0,0,0,2,2,0,0
410,21,Related Reference,X,X,0,0,0,2,2,0,0
410,32A,Amount Acknowledged,X,X,X,0,0,2,2,0,2
410,32B,Amount Acknowledged,X,X,0,0,0,2,2,0,0
410,32K,Amount Acknowledged,X,X,0,0,0,2,2,0,0
410,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
412,20,Sending Bank's TRN,X,X,0,0,0,2,2,0,0
412,21,Related Reference,X,X,0,0,0,2,2,0,0
412,32A,"Maturity Date, Currency Code, Amount Accepted",X,X,X,0,0,2,2,0,2
412,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
416,20,Sender's Reference,X,X,0,0,0,2,2,0,0
416,21,Related Reference,X,X,0,0,0,2,2,0,0
416,23E,Advice Type,X,X,0,0,0,2,2,0,0
416,51A,Sending Institution,X,X,X,0,0,2,2,0,2
416,53A,Sender's Correspondent,X,X,X,0,0,2,2,0,2
416,53B,Sender's Correspondent,X,X,0,0,0,2,2,0,0
416,71F,Sender's Charges,X,X,0,0,0,2,2,0,0
416,77A,Reason for Non-Payment/Non-Acceptance,X,X,X,0,0,2,2,0,2
416,21A,Related Sequence Reference,X,X,X,0,0,2,2,0,2
416,23E,Advice Type,X,X,0,0,0,2,2,0,0
416,21C,Principal's Reference,X,X,0,0,0,2,2,0,0
416,32A,Face Amount of Document(s),X,X,X,0,0,2,2,0,2
416,32B,Face Amount of Document(s),X,X,0,0,0,2,2,0,0
416,32K,Face Amount of Document(s),X,X,0,0,0,2,2,0,0
416,50D,Principal,X,X,0,0,0,2,2,0,0
416,59,Drawee,X,X,0,0,0,2,2,2,0
416,71F,Sender's Charges,X,X,0,0,0,2,2,0,0
416,77A,Reason for Non-Payment/Non-Acceptance,X,X,X,0,0,2,2,0,2
420,20,Sending Bank's TRN,X,X,0,0,0,2,2,0,0
420,21,Related Reference,X,X,0,0,0,2,2,0,0
420,32A,Amount Traced,X,X,X,0,0,2,2,0,2
420,32B,Amount Traced,X,X,0,0,0,2,2,0,0
420,32K,Amount Traced,X,X,0,0,0,2,2,0,0
420,30,Date of Collection Instruction,X,X,0,0,0,2,2,0,0
420,59,Drawee,X,X,0,0,0,2,2,2,0
420,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
422,20,Sending Bank's TRN,X,X,0,0,0,2,2,0,0
422,21,Related Reference,X,X,0,0,0,2,2,0,0
422,32A,Amount of Collection,X,X,X,0,0,2,2,0,2
422,32B,Amount of Collection,X,X,0,0,0,2,2,0,0
422,32K,Amount of Collection,X,X,0,0,0,2,2,0,0
422,32a,Amount of Collection,X,X,X,0,0,2,2,0,2
422,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
422,75,Queries,X,X,0,0,0,2,2,0,0
422,76,Answers,X,X,0,0,0,2,2,0,0
430,20,Sending Bank's TRN,X,X,0,0,0,2,2,0,0
430,21,Related Reference,X,X,0,0,0,2,2,0,0
430,32A,"Existing Maturity Date, Currency Code, Amount",X,X,X,0,0,2,2,0,2
430,32K,"Existing Maturity Date, Currency Code, Amount",X,X,0,0,0,2,2,0,0
430,33A,"Amended Maturity Date, Currency Code, Amount",X,X,X,0,0,2,2,0,2
430,33K,"Amended Maturity Date, Currency Code, Amount",X,X,0,0,0,2,2,0,0
430,59,Drawee,X,X,0,0,0,2,2,2,0
430,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
430,74,Amendments,X,X,0,0,0,2,2,0,0
450,25,Account Identification,X,X,0,0,0,2,2,0,0
450,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
450,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
450,21,Related Reference,X,X,0,0,0,2,2,0,0
450,30,Date of Cash Letter,X,X,0,0,0,2,2,0,0
450,32A,"Value Date, Currency Code, Amount",X,X,X,0,0,2,2,0,2
450,52A,Sender of Cash Letter,X,X,X,0,0,2,2,0,2
450,52B,Sender of Cash Letter,X,X,0,0,0,2,2,0,0
450,52D,Sender of Cash Letter,X,X,0,0,0,2,2,0,0
455,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
455,21,Related Reference,X,X,0,0,0,2,2,0,0
455,25,Account Identification,X,X,0,0,0,2,2,0,0
455,30,Date of Cash Letter,X,X,0,0,0,2,2,0,0
455,32A,Value Date and Original Amount,X,X,X,0,0,2,2,0,2
455,33C,Value Date and Adjustment Amount,X,X,0,0,0,2,2,0,0
455,33D,Value Date and Adjustment Amount,X,X,0,0,0,2,2,0,0
455,52A,Sender of Cash Letter,X,X,X,0,0,2,2,0,2
455,52B,Sender of Cash Letter,X,X,0,0,0,2,2,0,0
455,52D,Sender of Cash Letter,X,X,0,0,0,2,2,0,0
455,77A,Reason for Adjustment,X,X,X,0,0,2,2,0,2
456,25,Account Identification,X,X,0,0,0,2,2,0,0
456,52a,Sender of Cash Letter,X,X,X,0,0,2,2,0,2
456,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
456,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
456,21,Related Reference,X,X,0,0,0,2,2,0,0
456,32A,Date and Face Amount of Financial Document,X,X,X,0,0,2,2,0,2
456,32B,Date and Face Amount of Financial Document,X,X,0,0,0,2,2,0,0
456,33D,Total Amount Debited,X,X,0,0,0,2,2,0,0
456,71B,Fee,X,X,0,0,0,2,2,0,0
456,77A,Reason for Dishonour,X,X,X,0,0,2,2,0,2
456,77D,Details of Dishonoured Item,X,X,0,0,0,2,2,0,0
456,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
490,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
490,21,Related Reference,X,X,0,0,0,2,2,0,0
490,25,Account Identification,X,X,0,0,0,2,2,0,0
490,32a,"Value Date, Currency Code, Amount",X,X,X,0,0,2,2,0,2
490,52a,Ordering Institution,X,X,X,0,0,2,2,0,2
490,71B,Details of Charges,X,X,0,0,0,2,2,0,0
490,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
491,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
491,21,Related Reference,X,X,0,0,0,2,2,0,0
491,32B,"Currency Code, Amount",X,X,0,0,0,2,2,0,0
491,52a,Ordering Institution,X,X,X,0,0,2,2,0,2
491,57a,Account With Institution,X,X,X,0,0,2,2,0,2
491,71B,Details of Charges,X,X,0,0,0,2,2,0,0
491,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
492,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
492,21,Related Reference,X,X,0,0,0,2,2,0,0
492,11S,MT and Date of the Original Message,X,X,0,0,0,2,2,0,0
492,79,Narrative Description of the Original Message,X,X,0,0,0,2,2,0,0
495,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
495,21,Related Reference,X,X,0,0,0,2,2,0,0
495,75,Queries,X,X,0,0,0,2,2,0,0
495,77A,Narrative,X,X,X,0,0,2,2,0,2
495,11a,MT and Date of the Original Message,X,X,X,0,0,2,2,0,2
495,79,Narrative Description of the Message to Which the Query Relates,X,X,0,0,0,2,2,0,0
496,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
496,21,Related Reference,X,X,0,0,0,2,2,0,0
496,76,Answers,X,X,0,0,0,2,2,0,0
496,77A,Narrative,X,X,X,0,0,2,2,0,2
496,11a,MT and Date of the Original Message,X,X,X,0,0,2,2,0,2
496,79,Narrative Description of the Original Message to Which the Answer Relates,X,X,0,0,0,2,2,0,0
498,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
498,12,Sub-Message Type,X,X,0,0,0,2,2,0,0
498,77E,Proprietary Message,X,X,0,0,0,2,2,0,0
499,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
499,21,Related Reference,X,X,0,0,0,2,2,0,0
499,79,Narrative,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
500,23G,Function of the Message,X,X,0,0,0,2,2,0,0
500,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
500,22F,Type of Instruction Indicator,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
500,13a,Linked Message,X,X,X,0,0,2,2,0,2
500,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,20D,(see qualifier description),X,X,0,0,0,2,2,0,0
500,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
500,98a,Requested Registration Date/Time,X,X,X,0,0,2,2,0,2
500,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
500,70C,Registration Details,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,94B,Place of Listing,X,X,0,0,0,2,2,0,0
500,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
500,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
500,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
500,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
500,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
500,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
500,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,36B,Quantity of Financial Instrument to be Registered,X,X,0,0,0,2,2,0,0
500,95a,Account Owner,X,X,X,0,0,2,2,0,2
500,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
500,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
500,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,13B,(see qualifier description),X,X,0,0,0,2,2,0,0
500,70C,(see qualifier description),X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
500,95U,Name at Birth,X,X,0,0,0,2,2,0,0
500,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,94C,(see qualifier description),X,X,0,0,0,2,2,0,0
500,70C,Additional Text,X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
500,16S,End of Block,X,X,0,0,0,2,2,0,0
500,16R,Start of Block,X,X,0,0,0,2,2,0,0
500,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
500,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
501,23G,Function of the Message,X,X,0,0,0,2,2,0,0
501,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
501,22F,Type of Confirmation Indicator,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
501,13a,Linked Message,X,X,X,0,0,2,2,0,2
501,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,20D,(see qualifier description),X,X,0,0,0,2,2,0,0
501,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
501,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,94B,Place of Listing,X,X,0,0,0,2,2,0,0
501,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
501,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
501,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
501,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
501,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
501,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
501,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,36B,Quantity of Financial Instrument Registered,X,X,0,0,0,2,2,0,0
501,93B,Final Closing Balance,X,X,0,0,0,2,2,0,0
501,95a,Account Owner,X,X,X,0,0,2,2,0,2
501,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
501,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
501,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,13B,(see qualifier description),X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
501,95U,Name at Birth,X,X,0,0,0,2,2,0,0
501,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,94C,(see qualifier description),X,X,0,0,0,2,2,0,0
501,70C,Additional Text,X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
501,16S,End of Block,X,X,0,0,0,2,2,0,0
501,16R,Start of Block,X,X,0,0,0,2,2,0,0
501,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
501,16S,End of Block,X,X,0,0,0,2,2,0,0
502,16R,Start of Block,X,X,0,0,0,2,2,0,0
502,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
502,23G,Function of the Message,X,X,0,0,0,2,2,0,0
502,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
502,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
502,16R,Start of Block,X,X,0,0,0,2,2,0,0
502,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
502,13a,Linked Message,X,X,X,0,0,2,2,0,2
502,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
502,16S,End of Block,X,X,0,0,0,2,2,0,0
502,16S,End of Block,X,X,0,0,0,2,2,0,0
502,16R,Start of Block,X,X,0,0,0,2,2,0,0
502,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,16R,Start of Block,X,X,0,0,0,2,2,0,0
502,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
502,16S,End of Block,X,X,0,0,0,2,2,0,0
502,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
502,11A,(see qualifier description),X,X,X,0,0,2,2,0,2
502,16R,Start of Block,X,X,0,0,0,2,2,0,0
502,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,97a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
502,20C,Processing Reference,X,X,0,0,0,2,2,0,0
502,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
502,16S,End of Block,X,X,0,0,0,2,2,0,0
502,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
502,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
502,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
502,16R,Start of Block,X,X,0,0,0,2,2,0,0
502,94B,Place of Listing,X,X,0,0,0,2,2,0,0
502,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
502,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
502,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
502,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
502,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
502,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
502,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
